Respondent_ID,Age_Group,Height_Group,City_Type,Occupation,Monthly_Personal_Income,Body_Shape,Shopping_Frequency,Shopping_Channels,Clothing_Types_Bought,Fit_Issue_Frequency,Biggest_Fit_Issues,Fit_Frustration_Score,Skipped_Purchase_Due_To_Fit,Alteration_Frequency,Monthly_Alteration_Spend,Online_Return_Frequency,Return_Reasons,Preferred_Bottomwear,Preferred_Topwear,Preferred_Dress_Types,Preferred_Colors,Budget_Per_Item,Pay_20_Percent_More_For_Perfect_Fit,Switch_Brand_For_Better_Fit,Purchase_Likelihood
PF101151,23–27,5’2” – 5’3”,Tier 1 (Metro),Working Professional,"Above ₹1,00,000",Hourglass,Once every 2–3 months,"Instagram brands, Ajio, Myntra",Jeans / Trousers,Sometimes,"Pants too long, Waist not fitting properly",4,"Yes, sometimes",Sometimes,₹0,Sometimes,"Style mismatch, Poor fit",Formal trousers,"Formal shirts, Casual tops, Oversized tops","A-line, Midi dresses","Dark tones, Pastel, Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Depends,Maybe,Definitely will buy
PF101152,23–27,Above 5’3”,Tier 2,Student,"Below ₹20,000",Hourglass,Once every 2–3 months,"Amazon / Flipkart, Myntra",Tops / Shirts,Rarely,"Sleeves too long, Waist not fitting properly, Pants too long",3,Never,Sometimes,₹0,Sometimes,"Poor fit, Other",Straight jeans,"Casual tops, Fitted tops, Crop tops","Mini dresses, Midi dresses","Bright colors, Neutral (Black, White, Beige), Pastel","₹1,000 – ₹2,000",Will not buy,Maybe,Definitely not
PF101153,18–22,5’2” – 5’3”,Tier 3 / Smaller town,Student,No income,Pear (hips wider),Once every 2–3 months,Myntra,Tops / Shirts,Rarely,"Waist not fitting properly, Dresses too long",1,Rarely,Never,₹0,Sometimes,Size inconsistency,Formal trousers,Formal shirts,Midi dresses,"Dark tones, Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Unlikely,No,Unlikely
PF101154,28–35,Above 5’3”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Hourglass,Monthly,Myntra,"Activewear, Tops / Shirts, Jeans / Trousers",Often,Pants too long,5,"Yes, sometimes",Sometimes,₹100–₹300,Often,Poor fit,"Slim fit jeans, Formal trousers, Cropped pants","Fitted tops, Formal shirts","Midi dresses, Maxi dresses","Dark tones, Pastel","₹2,000 – ₹3,000",Depends,"Yes, definitely",Maybe
PF101155,28–35,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Pear (hips wider),Once every 2–3 months,Instagram brands,"Tops / Shirts, Ethnic wear (Kurtas, sets), Dresses",Always,"Dresses too long, Sleeves too long, Pants too long",5,"Yes, frequently",Always,₹300–₹700,Often,Fabric quality,Formal trousers,Crop tops,"A-line, Midi dresses",Dark tones,"₹2,000 – ₹3,000",Likely buy,"Yes, definitely",Definitely will buy
PF101156,28–35,5’0” – 5’2”,Tier 2,Working Professional,"Above ₹1,00,000",Apple (midsection wider),Monthly,Myntra,"Tops / Shirts, Ethnic wear (Kurtas, sets)",Rarely,Sleeves too long,3,"Yes, sometimes",Sometimes,₹100–₹300,Never,Other,"Slim fit jeans, Formal trousers, Wide-leg pants",Casual tops,Midi dresses,"Neutral (Black, White, Beige), Pastel, Dark tones","₹3,000 – ₹5,000",Depends,"Yes, definitely",Maybe
PF101157,28–35,5’2” – 5’3”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Pear (hips wider),Once every 2–3 months,Myntra,Dresses,Often,Sleeves too long,5,"Yes, frequently",Always,₹100–₹300,Rarely,Size inconsistency,Slim fit jeans,"Fitted tops, Formal shirts","Mini dresses, Midi dresses","Dark tones, Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101158,18–22,5’0” – 5’2”,Tier 1 (Metro),Student,"₹20,000 – ₹50,000",Pear (hips wider),Monthly,"Local stores, Myntra","Tops / Shirts, Jeans / Trousers",Rarely,"Pants too long, Waist not fitting properly",2,Rarely,Sometimes,₹100–₹300,Very often,Poor fit,"Wide-leg pants, Slim fit jeans, Formal trousers","Casual tops, Crop tops","A-line, Bodycon",Pastel,"₹2,000 – ₹3,000",Unlikely,No,Maybe
PF101159,18–22,4’10” – 5’0”,Tier 1 (Metro),Student,"Below ₹20,000",Not sure,Monthly,Myntra,"Ethnic wear (Kurtas, sets)",Often,Waist not fitting properly,5,"Yes, frequently",Often,₹0,Sometimes,"Poor fit, Fabric quality","Straight jeans, Wide-leg pants","Formal shirts, Fitted tops, Oversized tops",Midi dresses,"Neutral (Black, White, Beige), Dark tones","₹2,000 – ₹3,000",Likely buy,"Yes, definitely",Definitely will buy
PF101160,23–27,5’0” – 5’2”,Tier 1 (Metro),Self-employed,"₹50,000 – ₹1,00,000",Hourglass,Monthly,Ajio,"Tops / Shirts, Jeans / Trousers, Dresses",Sometimes,"Waist not fitting properly, Pants too long, Sleeves too long",4,"Yes, sometimes",Often,₹300–₹700,Never,Other,Straight jeans,"Fitted tops, Formal shirts",Midi dresses,"Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Definitely will buy
PF101161,18–22,Above 5’3”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Pear (hips wider),Once every 2–3 months,"Instagram brands, Amazon / Flipkart, Ajio",Activewear,Never,No issue,1,Rarely,Sometimes,₹0,Sometimes,Other,"Wide-leg pants, Straight jeans","Oversized tops, Formal shirts",A-line,"Dark tones, Neutral (Black, White, Beige), Pastel","₹2,000 – ₹3,000",Will not buy,No,Definitely not
PF101162,18–22,5’0” – 5’2”,Tier 3 / Smaller town,Student,"Below ₹20,000",Pear (hips wider),Once every 2–3 months,"Local stores, Myntra","Tops / Shirts, Dresses, Jeans / Trousers",Often,"Pants too long, Waist not fitting properly, Sleeves too long",5,Never,Always,₹100–₹300,Sometimes,Poor fit,Straight jeans,Oversized tops,Mini dresses,"Dark tones, Prints","₹1,000 – ₹2,000",Depends,Maybe,Definitely will buy
PF101163,28–35,5’2” – 5’3”,Tier 3 / Smaller town,Homemaker,"Below ₹20,000",Rectangle (straight),Monthly,"Zara / H&M, Myntra","Tops / Shirts, Jeans / Trousers, Dresses",Always,Dresses too long,5,"Yes, frequently",Often,₹100–₹300,Sometimes,Poor fit,Formal trousers,Fitted tops,"Mini dresses, Midi dresses","Bright colors, Pastel","₹1,000 – ₹2,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101164,18–22,5’0” – 5’2”,Tier 1 (Metro),Student,"₹20,000 – ₹50,000",Apple (midsection wider),Once every 2–3 months,"Myntra, Instagram brands, Amazon / Flipkart","Jeans / Trousers, Activewear, Tops / Shirts",Rarely,"Dresses too long, Sleeves too long, Pants too long",2,Rarely,Sometimes,₹0,Never,Other,Straight jeans,"Formal shirts, Fitted tops, Oversized tops","Mini dresses, Bodycon","Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Unlikely,No,Maybe
PF101165,18–22,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"Above ₹1,00,000",Rectangle (straight),Once every 2–3 months,"Zara / H&M, Myntra, Amazon / Flipkart","Jeans / Trousers, Activewear, Dresses",Sometimes,"Poor overall proportion, Sleeves too long, Pants too long",4,"Yes, sometimes",Often,₹100–₹300,Never,Other,"Wide-leg pants, Slim fit jeans","Fitted tops, Oversized tops, Casual tops","A-line, Midi dresses","Neutral (Black, White, Beige), Dark tones","₹3,000 – ₹5,000",Depends,"Yes, definitely",Definitely will buy
PF101166,28–35,Above 5’3”,Tier 1 (Metro),Homemaker,No income,Rectangle (straight),Rarely,Ajio,"Ethnic wear (Kurtas, sets)",Never,No issue,1,Rarely,Sometimes,₹100–₹300,Rarely,"Poor fit, Fabric quality","Formal trousers, Straight jeans","Formal shirts, Casual tops, Fitted tops",Bodycon,"Neutral (Black, White, Beige), Pastel","₹1,000 – ₹2,000",Will not buy,No,Definitely not
PF101167,23–27,5’0” – 5’2”,Tier 3 / Smaller town,Other,"₹20,000 – ₹50,000",Pear (hips wider),Rarely,Instagram brands,"Jeans / Trousers, Ethnic wear (Kurtas, sets), Tops / Shirts",Never,No issue,1,Never,Never,₹0,Rarely,Poor fit,"Formal trousers, Straight jeans, Cropped pants","Casual tops, Crop tops",A-line,"Neutral (Black, White, Beige), Pastel, Dark tones","₹1,000 – ₹2,000",Will not buy,No,Unlikely
PF101168,18–22,5’0” – 5’2”,Tier 2,Self-employed,"Above ₹1,00,000",Pear (hips wider),Monthly,"Myntra, Local stores",Tops / Shirts,Never,No issue,1,Rarely,Always,₹100–₹300,Rarely,"Poor fit, Fabric quality",Slim fit jeans,"Oversized tops, Formal shirts, Fitted tops",Mini dresses,Dark tones,"₹3,000 – ₹5,000",Depends,No,Maybe
PF101169,18–22,5’2” – 5’3”,Tier 1 (Metro),Working Professional,"Above ₹1,00,000",Hourglass,Weekly,"Zara / H&M, Ajio","Jeans / Trousers, Dresses, Tops / Shirts",Sometimes,"Waist not fitting properly, Dresses too long, Poor overall proportion",4,"Yes, frequently",Often,₹100–₹300,Sometimes,"Poor fit, Size inconsistency","Formal trousers, Slim fit jeans, Straight jeans",Formal shirts,Midi dresses,"Neutral (Black, White, Beige), Dark tones","₹3,000 – ₹5,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101170,23–27,5’2” – 5’3”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Hourglass,Monthly,"Myntra, Ajio, Zara / H&M","Tops / Shirts, Dresses",Sometimes,Pants too long,3,"Yes, frequently",Sometimes,₹0,Rarely,Size inconsistency,"Straight jeans, Formal trousers","Fitted tops, Oversized tops",A-line,"Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Depends,Maybe,Likely
PF101171,28–35,Above 5’3”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Rectangle (straight),Monthly,Ajio,"Tops / Shirts, Jeans / Trousers",Never,No issue,1,"Yes, frequently",Never,₹0,Rarely,Style mismatch,"Straight jeans, Slim fit jeans, Formal trousers","Fitted tops, Casual tops","Mini dresses, Bodycon",Dark tones,"₹2,000 – ₹3,000",Unlikely,No,Definitely not
PF101172,23–27,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Hourglass,Monthly,"Amazon / Flipkart, Zara / H&M, Ajio",Dresses,Sometimes,"Waist not fitting properly, Pants too long, Dresses too long",3,"Yes, frequently",Often,₹100–₹300,Never,Other,Slim fit jeans,"Casual tops, Formal shirts",Mini dresses,Prints,"₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Definitely will buy
PF101173,23–27,4’10” – 5’0”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Hourglass,Rarely,"Ajio, Local stores, Myntra","Tops / Shirts, Ethnic wear (Kurtas, sets)",Always,"Pants too long, Dresses too long",5,"Yes, frequently",Often,₹300–₹700,Never,Other,Straight jeans,"Fitted tops, Formal shirts, Casual tops",A-line,"Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Likely buy,"Yes, definitely",Definitely will buy
PF101174,28–35,5’2” – 5’3”,Tier 2,Working Professional,"₹50,000 – ₹1,00,000",Not sure,Monthly,"Zara / H&M, Myntra","Dresses, Tops / Shirts",Always,"Dresses too long, Sleeves too long, Waist not fitting properly",5,"Yes, frequently",Sometimes,₹0,Never,Other,"Slim fit jeans, Wide-leg pants",Casual tops,"A-line, Midi dresses","Dark tones, Pastel","₹3,000 – ₹5,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101175,36–45,Above 5’3”,Tier 2,Working Professional,"Below ₹20,000",Pear (hips wider),Once every 2–3 months,Ajio,"Ethnic wear (Kurtas, sets)",Rarely,"Poor overall proportion, Waist not fitting properly",1,Rarely,Never,₹0,Often,"Fabric quality, Poor fit","Formal trousers, Straight jeans, Cropped pants","Formal shirts, Crop tops","Midi dresses, A-line","Dark tones, Neutral (Black, White, Beige), Bright colors","₹1,000 – ₹2,000",Unlikely,No,Definitely not
PF101176,36–45,4’10” – 5’0”,Tier 3 / Smaller town,Homemaker,"Below ₹20,000",Hourglass,Once every 2–3 months,Instagram brands,"Tops / Shirts, Dresses, Ethnic wear (Kurtas, sets)",Sometimes,"Dresses too long, Waist not fitting properly",3,"Yes, frequently",Sometimes,₹100–₹300,Rarely,Poor fit,"Straight jeans, Formal trousers","Casual tops, Fitted tops, Formal shirts","Maxi dresses, Bodycon","Dark tones, Pastel, Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Unlikely,Maybe,Likely
PF101177,23–27,5’0” – 5’2”,Tier 3 / Smaller town,Working Professional,"Below ₹20,000",Hourglass,Monthly,"Local stores, Ajio, Myntra","Tops / Shirts, Dresses, Activewear",Sometimes,"Pants too long, Waist not fitting properly",4,"Yes, sometimes",Always,₹700+,Rarely,Size inconsistency,Straight jeans,"Formal shirts, Crop tops, Casual tops",Midi dresses,"Dark tones, Pastel","₹1,000 – ₹2,000",Depends,"Yes, definitely",Maybe
PF101178,23–27,5’2” – 5’3”,Tier 2,Working Professional,"Above ₹1,00,000",Hourglass,Monthly,Ajio,Jeans / Trousers,Sometimes,"Pants too long, Waist not fitting properly, Dresses too long",5,"Yes, sometimes",Sometimes,₹0,Often,Poor fit,Formal trousers,"Formal shirts, Crop tops, Fitted tops","Bodycon, A-line","Pastel, Neutral (Black, White, Beige), Bright colors","₹3,000 – ₹5,000",Depends,"Yes, definitely",Definitely will buy
PF101179,36–45,Above 5’3”,Tier 2,Self-employed,"₹20,000 – ₹50,000",Apple (midsection wider),Monthly,"Amazon / Flipkart, Zara / H&M","Ethnic wear (Kurtas, sets), Tops / Shirts, Jeans / Trousers",Often,"Waist not fitting properly, Poor overall proportion",5,"Yes, frequently",Sometimes,₹0,Sometimes,Poor fit,"Wide-leg pants, Formal trousers","Casual tops, Oversized tops, Crop tops","Midi dresses, A-line","Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Depends,"Yes, definitely",Unlikely
PF101180,Under 18,4’10” – 5’0”,Tier 2,Student,No income,Rectangle (straight),Monthly,"Ajio, Amazon / Flipkart, Myntra",Tops / Shirts,Always,Sleeves too long,4,"Yes, sometimes",Sometimes,₹100–₹300,Sometimes,Fabric quality,"Straight jeans, Slim fit jeans",Casual tops,A-line,"Neutral (Black, White, Beige), Pastel, Prints","Below ₹1,000",Depends,"Yes, definitely",Likely
PF101181,18–22,Above 5’3”,Tier 2,Student,"Below ₹20,000",Not sure,Weekly,"Myntra, Ajio","Jeans / Trousers, Ethnic wear (Kurtas, sets)",Rarely,Sleeves too long,2,Rarely,Never,₹0,Rarely,"Poor fit, Size inconsistency",Slim fit jeans,Fitted tops,A-line,"Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Will not buy,Maybe,Definitely not
PF101182,18–22,4’10” – 5’0”,Tier 2,Student,No income,Hourglass,Once every 2–3 months,"Zara / H&M, Ajio","Dresses, Jeans / Trousers",Never,No issue,1,Never,Sometimes,₹700+,Often,Style mismatch,"Straight jeans, Slim fit jeans","Formal shirts, Fitted tops, Casual tops","A-line, Midi dresses","Bright colors, Dark tones, Pastel","Below ₹1,000",Unlikely,Maybe,Unlikely
PF101183,28–35,4’10” – 5’0”,Tier 1 (Metro),Working Professional,"Above ₹1,00,000",Hourglass,Once every 2–3 months,Local stores,Jeans / Trousers,Rarely,Waist not fitting properly,3,"Yes, frequently",Sometimes,₹300–₹700,Rarely,Poor fit,"Wide-leg pants, Formal trousers","Casual tops, Formal shirts",A-line,Pastel,"₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Maybe
PF101184,28–35,5’0” – 5’2”,Tier 2,Self-employed,"₹50,000 – ₹1,00,000",Apple (midsection wider),Weekly,Myntra,"Jeans / Trousers, Ethnic wear (Kurtas, sets), Dresses",Rarely,"Pants too long, Dresses too long, Poor overall proportion",3,Rarely,Never,₹0,Often,"Fabric quality, Style mismatch",Formal trousers,Casual tops,"Mini dresses, A-line","Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Depends,Maybe,Maybe
PF101185,23–27,5’2” – 5’3”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Not sure,Weekly,"Zara / H&M, Amazon / Flipkart, Myntra","Tops / Shirts, Jeans / Trousers",Always,"Sleeves too long, Pants too long",4,"Yes, sometimes",Never,₹0,Sometimes,Poor fit,Slim fit jeans,"Fitted tops, Formal shirts",A-line,"Neutral (Black, White, Beige), Dark tones","₹3,000 – ₹5,000",Depends,"Yes, definitely",Definitely will buy
PF101186,36–45,5’0” – 5’2”,Tier 1 (Metro),Student,"₹20,000 – ₹50,000",Not sure,Monthly,Instagram brands,"Ethnic wear (Kurtas, sets)",Sometimes,"Dresses too long, Waist not fitting properly",2,Rarely,Never,₹0,Rarely,Size inconsistency,"Formal trousers, Straight jeans",Crop tops,"Maxi dresses, Mini dresses","Neutral (Black, White, Beige), Bright colors, Dark tones","₹2,000 – ₹3,000",Unlikely,No,Maybe
PF101187,28–35,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Not sure,Once every 2–3 months,Instagram brands,"Jeans / Trousers, Activewear",Sometimes,"Pants too long, Waist not fitting properly",2,Never,Sometimes,₹0,Sometimes,"Style mismatch, Fabric quality","Formal trousers, Wide-leg pants",Fitted tops,"A-line, Mini dresses","Bright colors, Dark tones","₹3,000 – ₹5,000",Unlikely,No,Likely
PF101188,36–45,Above 5’3”,Tier 2,Self-employed,"₹50,000 – ₹1,00,000",Rectangle (straight),Once every 2–3 months,Myntra,"Ethnic wear (Kurtas, sets)",Often,"Sleeves too long, Dresses too long, Poor overall proportion",5,"Yes, sometimes",Never,₹0,Sometimes,"Poor fit, Size inconsistency","Wide-leg pants, Cropped pants, Slim fit jeans","Fitted tops, Casual tops","Midi dresses, A-line",Pastel,"₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Likely
PF101189,28–35,Above 5’3”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Not sure,Weekly,"Amazon / Flipkart, Myntra",Jeans / Trousers,Often,"Waist not fitting properly, Dresses too long",5,"Yes, frequently",Never,₹100–₹300,Sometimes,Fabric quality,Cropped pants,Formal shirts,"Bodycon, Midi dresses",Bright colors,"₹2,000 – ₹3,000",Likely buy,"Yes, definitely",Definitely will buy
PF101190,28–35,4’10” – 5’0”,Tier 3 / Smaller town,Self-employed,"Below ₹20,000",Apple (midsection wider),Rarely,Local stores,"Ethnic wear (Kurtas, sets), Dresses",Often,"Poor overall proportion, Pants too long, Waist not fitting properly",3,Rarely,Sometimes,₹100–₹300,Very often,"Fabric quality, Poor fit","Formal trousers, Straight jeans, Wide-leg pants",Oversized tops,"A-line, Maxi dresses","Neutral (Black, White, Beige), Bright colors","₹1,000 – ₹2,000",Depends,Maybe,Definitely will buy
PF101191,28–35,5’0” – 5’2”,Tier 1 (Metro),Working Professional,No income,Rectangle (straight),Once every 2–3 months,Zara / H&M,"Jeans / Trousers, Tops / Shirts",Rarely,"Waist not fitting properly, Pants too long, Dresses too long",2,Rarely,Sometimes,₹0,Never,Other,"Straight jeans, Slim fit jeans","Fitted tops, Formal shirts",A-line,Dark tones,"Below ₹1,000",Will not buy,No,Unlikely
PF101192,28–35,4’10” – 5’0”,Tier 2,Homemaker,No income,Rectangle (straight),Monthly,Amazon / Flipkart,"Ethnic wear (Kurtas, sets), Dresses",Often,Dresses too long,4,"Yes, sometimes",Often,₹100–₹300,Sometimes,"Poor fit, Other","Straight jeans, Formal trousers, Cropped pants",Casual tops,"Mini dresses, Maxi dresses","Bright colors, Neutral (Black, White, Beige)","Below ₹1,000",Likely buy,"Yes, definitely",Definitely will buy
PF101193,Under 18,5’0” – 5’2”,Tier 3 / Smaller town,Student,"₹20,000 – ₹50,000",Pear (hips wider),Weekly,"Ajio, Local stores","Ethnic wear (Kurtas, sets), Jeans / Trousers",Often,"Pants too long, Waist not fitting properly, Dresses too long",3,Never,Never,₹0,Rarely,"Poor fit, Size inconsistency","Straight jeans, Slim fit jeans, Wide-leg pants","Fitted tops, Crop tops, Casual tops",Bodycon,"Bright colors, Pastel","Above ₹5,000",Unlikely,Maybe,Maybe
PF101194,23–27,5’0” – 5’2”,Tier 3 / Smaller town,Working Professional,"₹20,000 – ₹50,000",Pear (hips wider),Once every 2–3 months,"Amazon / Flipkart, Myntra, Local stores","Tops / Shirts, Jeans / Trousers, Ethnic wear (Kurtas, sets)",Rarely,"Waist not fitting properly, Dresses too long",2,"Yes, sometimes",Never,₹0,Sometimes,"Poor fit, Style mismatch","Formal trousers, Straight jeans","Crop tops, Fitted tops, Formal shirts","Midi dresses, Maxi dresses","Dark tones, Neutral (Black, White, Beige), Pastel","₹1,000 – ₹2,000",Unlikely,Maybe,Unlikely
